title,year,abstract,citation
基于选择映射的通用滤波多载波系统,2019,"物联网(internet of things,IoT)和机器对机器(machine-to-machine,M2M)通信的特点是周期短且突发,传统的正交频分复用技术(orthogonal frequency division multiplexing,OFDM)已经不能适应这种流量的需求,而IoT和M2M通信在未来第五代(fifth generation,5G)通信中又将占据重要的地位,因此研究满足IoT和M2M通信的小包低时延无线传输技术显得尤为迫切。通用滤波多载波技术(universal filtered multi-carrier,UFMC)正是满足这种需求的一种新型滤波无线传输机制,但是它面临着比OFDM更高峰均功率比(peak-to-average power ratio,PAPR)的问题,这影响了UFMC的能效效率。在对几种多载波传输技术PAPR性能评估的基础上,提出了一种基于选择映射的通用滤波多载波系统(universal filtered multi-carrier based on selective mapping, SLM-UFMC),并对候选子带个数和载波数与性能之间的关系进行了探究。仿真结果表明:SLM-UFMC能够有效地降低UFMC系统的PAPR,相对于传统UFMC,PAPR性能提高多达1.8 dB。这也进一步表明SLM-UFMC更加适合于5G通信中的IoT和M2M通信。",0
基于窄带物联网RTU管网终端的设计与应用,2019,"针对我国水资源浪费严重、利用率低、监控方式落后、数据采集困难等问题,提出了一种基于窄带通信技术的物联网远程终端设备(RTU)。该终端采用STM32芯片为微控制核心,下行通信采用M-Bus、 RS485等两种通信方式,采集下行压力、流量、水质指标数据;上行通信采用基于窄带物联网(NB-IoT)通信方式,即BC28无线模块来实现功能设计,将采集到的数据信息回传到主站系统。实验和应用表明:该终端节约了水司后期的管理维护成本,监控效果较好,提高了管网的智能化水平,具有良好的应用前景。",0
智慧城市综合感知与智能决策的进展及应用,2019,"城市感知与决策是实现城市智慧化的首要前提。针对当前的最新研究进展,分别从基于空天地集成化传感网的城市综合感知、城市时空大数据的管理与分析、面向多层次用户的智能决策等3方面进行了分析论述,对比分析了当前城市时空信息平台及应用,在此基础上,提出了未来智慧城市感知决策面临的三高挑战,即高度融合的物理感知与社会感知,高度智能化的城市管理分析能力,以及高置信度的城市信物融合系统决策。",0
基于物联网的分布式污水厂智能化集中监控的探索,2019,"基于创新互联网+水务的水务运营新模式,以及智慧城市在水处理行业的延伸,创建智慧型水务公司是响应国家战略的新探索。采用物联网先进技术,以数据为核心,针对跨省多地区分布式中小城镇污水处理厂,在实现各级厂站智能化、透明化改造与建设的基础上,逐步建设大数据远程智能化集中监控平台。实践表明,通过数据的分析、比对、挖掘、处理,能够有效促进集群化污水处理厂的节能降耗及精细化管控,进而为污水厂的可持续运营和节能减排作出贡献。",0
面向延迟敏感型物联网应用的计算迁移策略,2019,"针对云计算网络延迟较长、能耗过高和边缘服务器计算资源有限的问题,提出了一种提高延迟敏感型物联网(IoT)应用服务质量(QoS)的边缘-云合作的漂移加惩罚计算迁移策略(DPCO)。首先,建立物联网-边缘-云系统模型,对业务模式、计算任务所经历的传输延迟和计算延迟、系统产生的计算能耗和传输能耗等进行数学建模;然后,以系统能耗和任务平均延迟为优化目标,以边缘服务器的队列稳定性为限制条件构建边缘-云合作的计算迁移优化模型;接着,以优化目标为惩罚函数,基于李雅普诺夫稳定性理论推导出计算迁移优化模型的漂移加惩罚函数特性。最后,基于推导结果提出了DPCO计算迁移算法,通过每时隙选择使当前漂移加惩罚函数最小化的计算迁移策略来降低长期的单位时间能耗和缩短系统平均延迟。与轻流雾处理(LFP)、基准边缘计算(EC)、基准云计算(CC)策略相比,DPCO的系统能耗最低,约是CC策略的2/3;任务平均延迟也最小,可减少为CC的1/5。实验结果表明,DPCO能够有效降低边缘-云计算系统的能量消耗,减少计算任务的端到端延迟,满足延迟敏感型IoT应用的QoS要求。",0
我国智慧医疗研究热点及前沿可视化分析,2019,"智慧医疗以其方便、快捷和个性的医疗服务迅速成为信息社会卫生事业发展的新模式。近年来国内外形成了智慧医疗的研究热潮,本文基于2009年至2019年我国智慧医疗的研究文献,借助CiteSpaceV可视化技术分析阐述智慧医疗相关的研究热点和前沿。我国智慧医疗的研究热点主要集中在物联网、智慧城市、大数据等领域。人工智能和大数据的发展为智慧医疗提供了更好的技术平台,将进一步推动智慧医疗的发展。",0
家庭机械通气治疗远程管理的实践,2019,"目的探讨基于互联网云平台进行家庭机械通气治疗的远程管理及效果。方法基于互联网云平台对2015年5月-2018年5月入组的162例家庭机械通气治疗患者进行远程管理,所有患者均使用具备物联网数据传输功能的无创呼吸机,评价呼吸系统症状严重程度、生活质量、精神状态、睡眠质量、活动情况及治疗依从性。结果应用云平台实施远程管理后,患者呼吸系统症状严重程度、生活质量及活动情况较远程医疗管理前有好转趋势,但差异无统计学意义(P>0.05);精神状态、睡眠质量及治疗依从性较实施远程管理前均有明显改善,差异均具有统计学意义(P<0.05)。结论利用现代物联网技术可实现家庭机械通气患者的远程医疗管理,并可明显改善患者治疗依从性、精神状态及睡眠质量等。",0
群体智能2.0研究综述,2019,"在物联网、移动互联网的快速发展和大数据的深层驱动下,群体智能进入2.0时代。通过介绍群体智能2.0的定义,分析国内科研团队在群智感知计算、联邦学习及众包等方面的研究成果,明确群体智能2.0的发展趋势,并指出群智感知计算与众包技术将成为群体智能2.0的主要研究方向,数据获取、数据处理及用户隐私保护为需要解决的关键技术难点。",0
基于欧拉核的数据流聚类算法,2019,"随着云计算、物联网的快速发展,数据采集变得更加快捷和自动化。许多新型的应用领域中,诸如实时监控系统、车辆交通监控系统、电力消耗记录以及网络流量监控等,每时每刻都在产生大量的流数据,对数据流挖掘的研究成为了热点问题。聚类分析作为数据流挖掘领域的一个重要问题,在近期被高度重视并得到广泛研究。不同于传统的静态数据聚类问题,数据流聚类受到有限内存、一遍扫描、实时响应和概念漂移等许多约束。为此,文中基于欧拉核提出了一种针对数据流的聚类算法。首先通过欧拉核显式地将数据映射到相同维度的复数特征空间,然后在特征空间中基于GNG模型进行聚类。欧拉核依赖于非线性鲁棒的cosine度量,故对野值低敏感;显式的映射避免了一般的核聚类算法需要使用核技巧而无法处理数据流的问题。实验数据表明,基于欧拉核的数据流聚类算法不仅表现出了较好的聚类性能,还识别了数据的结构信息。",0
EasiFFRA:一种基于邻域粗糙集的属性快速约简算法,2019,"从高维异构感知信息中提取有效特征是支撑物联网系统预测与识别的基础.物联网场景中通常包括多个多种感知节点,系统通常会从感知数据中提取大量特征,其中不乏部分无关和冗余特征.这些无关及冗余特征会降低系统的运行速度,引入冗余计算,更会影响后续的分类及预测等机器学习操作的性能.因而高效识别并提取低维有效的特征子集是物联网数据分析所面临的一大挑战.邻域粗糙集方法能够在保持数据集可分性的前提下,识别和去除无关及冗余特征子集,从而达到降维效果.但由于现有基于邻域粗糙集的特征约简算法的计算开销大、运行时间长,故而并未得到广泛应用.提出了一种基于邻域关系对称性及决策值过滤策略的特征快速约简算法EasiFFRA.EasiFFRA可通过改进的散列分桶方法加速正域样本计算,可检验并过滤冗余决策值样本,从而降低现有方法中由于重复距离评估所带来的冗余计算.实验结果表明:EasiFFRA在实际采集的水质数据集和多个不同样本量及维度的公开数据集中平均加快75.45%的特征约简时间,其约简结果和已有邻域粗糙集特征约简算法等效,可有效解决物联网数据分析中由冗余及无关特征导致的分类及预测精度下降问题,有重要应用价值.",0
基于泛在电力物联网平台的可再生能源政策评估系统设计与模型研究,2019,"政策有效性评价是可再生能源政策制定与调整的重要依据,泛在电力物联网可为可再生能源政策有效性评价提供有效的信息与技术支持,同时政策评估也有望成为泛在电力物联网服务政府与社会的重要应用之一。鉴于此,基于泛在电力物联网平台,提出了支持政策查询、分析、评价、预测等应用的可再生能源政策评估系统架构,进而结合大数据分析方法,构建了含可再生能源发展促进效益与环境效益在内的可再生能源政策有效性评价体系与核心算法模型,并通过算例验证了所提模型的可行性。",0
计及状态估计与可观性的电力系统可靠性评估,2019,"当前泛在电力物联网的建设加速推进,电力系统在多个层面上展现出电力-信息互联互通、状态全面感知的趋势,给电力系统可靠性评估的建模和分析带来了新的挑战。结合感知终端层的测量信息对电网感知能力的支撑作用,提出一种全面的电力系统可靠性模型,深入研究了广域测量系统、状态估计与电网调度之间的电力-信息交互机理。在电网调度模型中,定量考虑广域测量系统不同程度故障下实际量测信息的变化对可观性的影响;引入状态估计补充缺损量测信息,以改善调度决策、提升电力系统可靠性。在此基础上,提出了一种计及状态估计和可观性影响的电力系统可靠性评估方法。算例验证表明,所提模型和方法可以准确刻画可观性变化及状态估计对电力系统可靠性评估的影响;结合典型故障场景,进一步分析了状态估计对于可靠性提升的有效性和实用性。",0
